id,priority,phase,area,title,description,acceptance_criteria,test_mcp,review_initial_requirements,review_regression_requirements,dev_state,review_initial_state,review_regression_state,git_state,owner,refs,notes
FWD-05-11,P0,5,both,账号信息刷新：接入 credits/subscription（edge.flowith.net/user/credits）,实现 Inspector 中“刷新积分”真实拉取：使用 account refresh_token 刷新 Supabase session 获取 access_token，然后请求 https://edge.flowith.net/user/credits 解析 remaining/total credits 与 subscriptionType 并显示；失败时显示脱敏错误，不泄露 token。,"GIVEN account has valid refresh_token → WHEN user clicks Refresh credits → THEN UI shows subscription + credits with fetchedAt updated；WHEN request fails/401 → THEN UI shows a redacted user-safe error and does not crash；No plaintext tokens appear in UI/logs；Proxy settings apply to the fetch",MANUAL,审查：1) access_token 只在 main 侧使用且不写入 renderer 2) HTTP 请求有超时且错误脱敏 3) 响应解析健壮（格式异常也能给出用户可理解错误）,回归：现有导入/导出/登录态注入不回退；多账号切换不串号；proxy/UA 配置仍可用,已完成,已完成,已完成,已提交,,src/renderer/src/WorkspaceShell.tsx:933; src/main/accounts/vault.ts:1; src/main/flowith/supabase.ts:1; src/main/workspace/WebWorkspaceService.ts:1; src/main/flowith/credits.ts:1; src/main/flowith/creditsParsing.ts:1; src/shared/ipc.ts:1; src/preload/index.ts:1; src/main/ipc.ts:1,picked_reason:用户反馈“刷新账号信息不对”（当前为占位）且 specs 要求展示订阅/积分；需 P0 补齐以提升可用性; started_at:2026-01-24; done_at:2026-01-24; evidence:npm run lint ok; npm run typecheck ok; npm test 25/25; npm run build ok; validation_limited:缺少可用 refresh_token 无法在当前环境验证真实 credits 数据与 UI 展示仅完成代码与单测与构建验证; manual_test:npm run dev -> 导入有效 refresh_token -> 选中账号 -> 点击 刷新积分 应显示 subscription 与 remaining/total 且更新时间更新并可复点; proxy=custom 后刷新应按代理生效; risk:medium 端点响应结构变更会导致解析失败需按实机回归修正
FWD-05-12,P0,5,desktop,UI：修复 BrowserView 遮挡弹窗（导入/导出）,修复已打开 Tab（BrowserView）时 renderer 弹窗（导入/导出 dialog）被页面遮挡或无法点击的问题；弹窗应始终在最上层且可交互。,"WHEN a Flowith Web tab is open → WHEN user opens Import/Export dialog → THEN dialog is visible above the web page and clickable; WHEN closing dialog → THEN BrowserView restores to correct viewport bounds; No crash; No sensitive data (tokens) is exposed",MANUAL,审查：1) 弹窗显示期间 BrowserView 不遮挡且不截获点击（允许临时隐藏或收缩 bounds）2) 关闭弹窗后 BrowserView 自动恢复到 viewport bounds 3) 无新增依赖且不泄露敏感信息,回归：openTab/closeTab/activateTab/viewport bounds 与右键菜单不回退；窗口 resize/侧栏折叠后仍正确,已完成,已完成,已完成,已提交,,src/renderer/src/WorkspaceShell.tsx:1080; src/renderer/src/WorkspaceShell.tsx:662; src/main/workspace/WebWorkspaceService.ts:151,picked_reason:当前已打开 Tab 时导入/导出弹窗被遮挡导致核心流程不可用需优先修复；started_at:2026-01-24; done_at:2026-01-24; evidence:弹窗打开时临时将 BrowserView viewport bounds 置为 0；npm run lint ok; npm run typecheck ok; npm test 25/25; npm run build ok; validation_limited:无法在当前环境进行真实 Electron UI 交互验证（BrowserView 遮挡需实机确认）；manual_test:npm run dev -> 打开任一账号 Tab 后点击 导入/导出 弹窗应显示在页面之上且可点击关闭；risk:medium 若某些平台 BrowserView 仍截获点击需进一步改为 main 侧 detach/attach
FWD-05-13,P0,5,frontend,账号列表：展示订阅/积分并支持刷新,在账号卡片中展示 subscription/credits 与更新时间，并提供按钮刷新单个账号的积分信息（复用 accounts.refreshCredits IPC）；刷新失败需给出脱敏提示且不影响其它功能。,"GIVEN accounts exist → THEN account cards show subscription/credits (or '-') and updatedAt; WHEN user clicks refresh on a card → THEN only that account shows loading and updates subscription/credits/updatedAt; WHEN refresh fails → THEN show redacted user-safe error and app does not crash; Layout remains stable in zh-CN/en",MANUAL,审查：1) 复用现有 refreshCredits IPC 且不把 token 暴露到 renderer 2) loading 状态按账号粒度不阻塞全局 3) 错误展示脱敏且可读,回归：Inspector 刷新积分/代理/UA/下载不回退；列表 cards/table 两种视图仍可用,已完成,已完成,已完成,已提交,,src/renderer/src/WorkspaceShell.tsx:1,picked_reason:用户反馈账号卡片缺少订阅/积分等可见信息且无刷新入口，影响使用决策与效率需补齐；started_at:2026-01-24; done_at:2026-01-24; evidence:账号卡片展示 subscription/credits/updatedAt + 每卡片刷新按钮；Inspector 聚焦后自动刷新一次；npm run lint ok; npm run typecheck ok; npm test 25/25; npm run build ok; validation_limited:缺少可用 refresh_token 无法在当前环境验证真实 credits 数据与 UI 展示仅完成代码与构建验证; manual_test:npm run dev -> 导入有效 refresh_token -> 账号卡片应显示订阅/积分与更新时间（未知时为 '-'）；点击卡片刷新按钮应仅该卡片进入 loading 并更新显示；失败时应显示脱敏错误且不崩溃; risk:medium 卡片信息密度增加需实机确认小窗口下不拥挤（必要时可收敛为 tooltip）
FWD-05-14,P0,5,both,账号管理：支持删除账号,提供删除账号入口（Inspector 内），删除需二次确认；删除后移除 vault 中账号元信息与 refresh_token（含 runtime token），并关闭该账号 Tab；可选清理该账号 partition 的存储数据。,"GIVEN an account exists → WHEN user deletes it and confirms → THEN account is removed from list, its tab is closed, and refresh credits no longer works for it; WHEN user cancels → THEN no changes; Failures show redacted error without crashing; No plaintext tokens appear in UI/logs",MANUAL,审查：1) 删除实现仅 main 侧接触 token/存储 2) 删除会同步关闭 BrowserView 并清理 renderer state 3) 有明确确认交互避免误删,回归：导入/导出/登录态注入/刷新积分/下载与多账号隔离不回退,已完成,已完成,已完成,已提交,,src/main/accounts/vault.ts:1; src/main/ipc.ts:1; src/shared/ipc.ts:1; src/preload/index.ts:1; src/renderer/src/WorkspaceShell.tsx:1,picked_reason:当前缺少删除账号能力，且误删风险需要确认交互；属于账号管理基础功能需优先补齐；started_at:2026-01-24; done_at:2026-01-24; evidence:新增 accounts.delete IPC + vault 删除 + 清理 partition storage；npm run lint ok; npm run typecheck ok; npm test 25/25; npm run build ok; validation_limited:无法在当前环境进行真实 Electron UI 删除交互验证（需实机确认弹窗与 Tab 关闭行为）；manual_test:npm run dev -> 选中账号打开 Inspector -> 点击“删除账号”并确认；期望账号从列表移除、对应 Tab 被关闭、该账号的登录态/存储被清理；取消时不应有变化；risk:medium 误删不可恢复需确认交互与文案足够清晰
FWD-05-15,P0,5,desktop,右键菜单：修正 BrowserView context-menu 弹出位置,修正 Flowith Web 页面右键菜单（页面刷新）弹出坐标偏移：菜单应在鼠标位置附近显示，而不是跑到窗口左上/顶部。,"WHEN user right-clicks inside Flowith Web page → THEN context menu appears at cursor position; WHEN clicking '页面刷新' or pressing CmdOrCtrl+R → THEN active page reloads; Works after window move/resize and sidebar collapse",MANUAL,审查：Menu.popup 坐标需按 BrowserView bounds + 窗口内容区域换算；不要导致菜单越界或崩溃,回归：右键菜单不影响原有外链拦截/窗口快捷键；Tab 切换后仍正确,已完成,已完成,已完成,已提交,,src/main/workspace/WebWorkspaceService.ts:125,picked_reason:用户反馈右键菜单弹出位置偏移，影响基础操作（页面刷新），属 P0 体验问题；started_at:2026-01-24; done_at:2026-01-24; evidence:右键菜单 popup 不再传入偏移坐标，交由 Electron 按鼠标位置弹出；npm run lint ok; npm run typecheck ok; npm test 25/25; validation_limited:无法在当前环境进行真实 Electron UI 右键验证；manual_test:npm run dev -> 打开任一账号 Tab -> 在网页内右键应在鼠标附近出现菜单；点“页面刷新”应 reload；CmdOrCtrl+R 也应生效；risk:low
FWD-05-16,P0,5,frontend,UI：修复设置/连通性 Popover 被 BrowserView 覆盖与溢出,修复已打开 Tab（BrowserView）时 Topbar 设置弹窗和代理连通性结果 Popover/Select 下拉被网页遮挡或不可点击的问题，并限制 Popover 最大高度避免溢出到窗口外。,"WHEN a Tab(BrowserView) is open → WHEN user opens Settings popover OR any Select dropdown (proxy/UA/theme/language/downloads) OR Connectivity report → THEN overlay is visible above the web page and clickable; Overlay content stays within window (max-height + scroll) and does not break layout; Closing overlay restores BrowserView viewport bounds",MANUAL,审查：打开 overlay 时 BrowserView 不得遮挡（可临时隐藏或收缩 bounds）；Popover/Dropdown 有合理 max-height/overflow；关闭时恢复 bounds,回归：导入/导出/删除 dialog 的遮挡修复不回退；窗口 resize/侧栏折叠/语言切换下布局稳定,已完成,已完成,已完成,已提交,,src/renderer/src/WorkspaceShell.tsx:491; src/renderer/src/WorkspaceShell.tsx:676; src/renderer/src/styles.css:376,picked_reason:用户反馈设置/代理/UA 下拉与连通性报告被 Tab(BrowserView) 遮挡导致无法操作，属 P0 可用性阻塞；started_at:2026-01-24; done_at:2026-01-24; evidence:overlay 打开或 select 下拉交互时临时将 BrowserView viewport bounds 置为 0；popover 增加 max-height/overflow；npm run lint ok; npm run typecheck ok; npm test 25/25; validation_limited:无法在当前环境进行真实 Electron UI 交互验证（BrowserView 覆盖/下拉菜单/Popover 需实机确认）；manual_test:npm run dev -> 打开任一账号 Tab -> 打开设置⚙弹层/代理连通性弹层/Proxy Mode/UA Mode 下拉；期望弹层不被网页遮挡且不溢出窗口，关闭后网页恢复；risk:medium overlay 打开期间网页会临时隐藏（以可交互为优先）
FWD-05-17,P1,5,both,User-Agent：导入时分配 UA + 保存校验 + 模式更清晰,补齐 UA 功能可用性：1) 导入账号时为新账号随机分配一个内置有效 UA（避免全部 default）；2) UI 明确 UA 模式（default/preset/custom）及其含义；3) 保存自定义 UA 时进行基本校验（非空/无换行/长度限制），失败给出提示且不写入。,"GIVEN importing refresh_tokens → THEN each new account gets a non-default UA config (preset) unless user later overrides; WHEN saving custom UA → THEN invalid UA (empty/has newline/too long) is rejected with a user-safe error; UI clearly shows UA mode options and selected preset name/value; No tokens leaked to renderer/logs",MANUAL,审查：UA 解析/应用仅 main 侧（BrowserView.setUserAgent）；校验逻辑在 renderer/main 双重防护；导入随机分配不覆盖既有账号 meta,回归：proxy/downloads/login bootstrap/credits refresh 不回退；多账号 Tab 仍隔离,已完成,已完成,已完成,已提交,,src/main/accounts/import.ts:1; src/main/network/userAgent.ts:1; src/shared/userAgentPresets.ts:1; src/renderer/src/WorkspaceShell.tsx:1016,picked_reason:用户反馈 UA 预设/保存逻辑不清晰且导入后 UA 为空影响一致性；先补齐最小可用链路以提升可理解性与可控性；started_at:2026-01-24; done_at:2026-01-24; evidence:新增内置 UA presets；导入新账号随机分配 preset（不覆盖既有账号）；UA preset 以 id 存储并在 main 侧解析；保存 UA 时在 renderer/main 两侧校验（非空/单行/长度/预设存在）；npm run lint ok; npm run typecheck ok; npm test 29/29; validation_limited:无法在当前环境进行真实 Electron UI/导入交互验证；manual_test:npm run dev -> 导入若干 refresh_token -> 新账号应默认带 preset UA（Inspector 可见）；切换 UA 模式 preset/custom 并保存；自定义 UA 为空/含换行/过长应提示错误且不保存；打开/刷新 Tab 后 UA 生效；risk:medium UA 预设/Flowith Web 侧对 UA 的兼容性需实机观察
FWD-05-18,P1,5,frontend,账号卡片：补齐邮箱/标签/快捷打开Tab,提升账号列表可用性：1) 卡片显示邮箱（若可获取）；2) 卡片提供一键打开/激活 Tab；3) 支持为账号设置标签并可用于搜索（Topbar 搜索支持 tag）。,"GIVEN accounts exist → THEN cards display email when available and tags (or '-') ; WHEN user clicks Open on a card → THEN corresponding Tab opens and becomes active; WHEN user edits tags and saves → THEN tags persist and can be searched via Topbar filter (displayName/id/tag)",MANUAL,审查：标签存储在 account meta（不接触 token）；卡片控件在小窗口下不溢出；打开 Tab 不重复创建,回归：现有账号列表布局/切换视图/删除账号/刷新积分不回退；zh-CN/en 下不错位,已完成,已完成,已完成,已提交,,src/renderer/src/WorkspaceShell.tsx:1562; src/main/accounts/import.ts:1; src/shared/tags.ts:1,picked_reason:账号卡片缺少邮箱/标签编辑与快捷打开 Tab，且 Topbar 已提示可按 tag 搜索但无法设置；先补齐基础体验闭环；started_at:2026-01-24; done_at:2026-01-24; evidence:导入新账号时优先使用 Supabase user.email 作为 displayName；Inspector 支持编辑/保存 tags（支持逗号/空白分隔并规范化去重）；账号卡片增加一键打开 Tab 按钮；npm run lint ok; npm run typecheck ok; npm test 30/30; validation_limited:无法在当前环境进行真实 Electron UI/导入交互验证；manual_test:npm run dev -> 导入含 email 的 refresh_token -> 列表 displayName 应显示 email；Inspector 编辑 tags 保存后卡片展示 tag 且 Topbar 搜索输入 tag 可筛出；卡片点 ↗ 按钮应打开并激活该账号 Tab；risk:medium tags 输入格式/多语言小窗口布局需实机体验确认
FWD-05-19,P2,5,frontend,UX：补齐标签点击筛选/Select 键盘下拉/UA 错误就地提示,根据 UI/UX Review 补齐常用交互：1) 点击 tag-chip 自动将 Topbar 搜索填充为该 tag 并过滤列表；2) Select 下拉在键盘触发（Enter/Space/ArrowDown）时也触发 overlay 保护，避免 BrowserView 遮挡；3) UA 保存失败/校验失败在 UA 区域就地显示错误提示（不依赖全局 banner）。,"WHEN user clicks a tag chip → THEN searchText becomes that tag and list filters; WHEN user opens any select via keyboard → THEN select overlay still works and dropdown is visible (BrowserView hidden if needed); WHEN UA save/validation fails → THEN an inline error appears near UA section and clears on edit; Existing flows remain unchanged",MANUAL,审查：保持改动最小且不影响现有点击/焦点逻辑；tag 点击不误触发卡片选中；UA 就地错误不泄露敏感信息,回归：账号列表点击/多选/批量打开/刷新积分/删除账号不回退；语言切换与小窗口下不引入横向滚动,已完成,已完成,已完成,已提交,,src/renderer/src/WorkspaceShell.tsx:1560; src/renderer/src/styles.css:611,picked_reason:按 Gemini UI/UX review 补齐常用交互（标签点击筛选/键盘下拉/UA 就地错误），提升可用性；started_at:2026-01-24; done_at:2026-01-24; evidence:tag-chip 点击写入 searchText；select 支持键盘触发 overlay（Enter/Space/ArrowDown）；UA 校验/保存错误在 UA 区域就地展示并随编辑清除；npm run lint ok; npm run typecheck ok; npm test 30/30; validation_limited:无法在当前环境进行真实 Electron UI 交互验证; manual_test:npm run dev -> 打开任一账号 Tab -> 点击 tag-chip 应自动填充搜索并过滤；键盘打开 Select 下拉不被网页遮挡；保存 UA 失败应在 UA 区域提示；risk:low
FWD-05-20,P0,5,frontend,UI：修复设置/连通性弹层在 Tab 下的遮挡与越界（含代理检测使用当前输入）,在已打开 Tab(BrowserView) 时，设置弹层/连通性报告 Popover/Select 下拉需始终可见且可点击；弹层不应越界到窗口外（必要时自动向上展开或内部滚动）。同时，连通性测试应使用当前输入的代理模式/地址（无需先点“保存代理”）。,GIVEN a Tab(BrowserView) is open → WHEN user opens Settings popover / Connectivity report / any related Select dropdown → THEN overlay is fully visible above web content (no occlusion) and clickable; Overlay stays within window (flip up when near bottom OR max-height+scroll); WHEN proxy mode/address is edited but not saved → WHEN user clicks Connectivity test → THEN test uses the current input and results reflect it; Closing overlay restores BrowserView viewport bounds.,MANUAL,审查：overlay 打开期间 BrowserView 必须不遮挡；popover 需具备越界保护（flip 或 max-height/scroll）；连通性测试按钮不应依赖先保存；错误提示需脱敏且可见。,回归：导入/导出/删除 dialog 遮挡修复不回退；窗口 resize/侧栏折叠/语言与主题切换下布局稳定；Select 键盘打开下拉仍可用。,已完成,已完成,已完成,已提交,,src/renderer/src/WorkspaceShell.tsx:715; src/renderer/src/styles.css:376,picked_reason:优先修复 Tab 下设置/连通性弹层遮挡/越界与代理检测依赖保存，属 P0 可用性阻塞；started_at:2026-01-24; done_at:2026-01-24; evidence:connectivity popover 支持自动向上展开避免越界；连通性测试会先按当前输入更新 proxy 再检测；Popover 背景改为不透以避免网页穿透观感；npm run lint ok; npm run typecheck ok; npm test 30/30; validation_limited:无法在当前环境进行真实 Electron UI（BrowserView/Popover/Select）交互与可见性验证；manual_test:npm run dev -> 打开任一账号 Tab -> 打开设置⚙弹层并展开语言/主题/下载模式下拉；打开代理连通性报告弹层（靠近底部时应向上展开且不出屏）；修改代理模式/地址不点保存直接点“连通性测试”应按当前输入检测；risk:medium 需实机确认 BrowserView 覆盖与原生 select 下拉在各平台一致
FWD-05-21,P0,5,frontend,UX：全局 Toast/错误提示（不依赖 Inspector，自动消失）,当前成功/失败提示多数依赖 Inspector 底部区域且需手动关闭，导致用户在未打开详情或视线不在右侧时无法获得反馈。需要将操作反馈升级为全局 toast（靠近顶部/主要视线区域），默认自动消失，并确保关键错误可被关闭/自动清理。,"WHEN user performs actions (import token, save proxy/UA, open/focus tab, refresh credits, download events) → THEN a toast is shown in a global position even if Inspector is closed; Success toasts auto-dismiss within reasonable time; Error toasts are closable and do not stick forever; No sensitive token data is rendered in toast/messages.",MANUAL,审查：toast 容器应挂在全局根节点；不依赖 Inspector 是否打开；自动消失策略清晰；错误可关闭；文案脱敏。,回归：现有 busy/error 状态不破坏主要按钮可用性；小窗口/多语言下 toast 不遮挡关键操作（关闭/窗口按钮/Tab）。,未开始,未开始,未开始,未提交,,src/renderer/src/WorkspaceShell.tsx:475; src/renderer/src/main.tsx:1,
FWD-05-22,P1,5,desktop,桌面：下载“每次另存为”仅弹一次保存对话框,当下载保存策略为“每次另存为(saveAs)”时，当前会弹出两个保存对话框。需要确保每个下载仅弹一次 Save As，并按用户选择路径写入；取消应取消该下载。,GIVEN download mode is saveAs → WHEN a download starts inside a Flowith Web tab → THEN exactly one Save As dialog is shown; WHEN user selects a path → THEN download saves to that path and UI updates; WHEN user cancels → THEN download is cancelled and no second dialog appears; Other modes (downloads/customDir) remain unchanged.,MANUAL,审查：下载事件监听/handler 不应重复注册；saveAs 逻辑只触发一次 dialog；避免将完整本机路径暴露到 renderer（必要时仅暴露文件名或可控 label）。,回归：下载进度/完成/失败事件仍正常；showInFolder/open/copyPath 行为不回退；多账号/多 Tab 下载互不影响。,未开始,未开始,未开始,未提交,,src/main/downloads/service.ts:110; src/main/workspace/WebWorkspaceService.ts:96,
